"k" "absresidrel" "runtimeb" "runtimea"
"280" 5 7335.58250144053 13.292245144 7.891266075
"281" 5 10577.6281085332 13.724606054 8.233097784
"282" 5 30462.3780305585 13.608630065 8.121505112
"283" 5 11292.0830714239 13.683069119 8.18207489
"284" 5 5675.01570750213 13.679584103 8.208169021
"285" 5 7191.60037522413 13.53923896 8.087533476
"286" 5 20069.5299144196 13.501443106 8.066888455
"287" 5 4350.53779618636 13.552806966 8.122941438
"288" 5 17506.7260458808 13.7276671 8.25219984
"289" 5 2828.60185250723 13.750157529 8.272255245
"290" 5 13185.7754806488 13.778885562 8.363113853
"291" 5 15249.0260703141 14.01173184 8.477489281
"292" 5 7462.55679068821 14.147693394 8.041062751
"293" 5 17952.5354891655 13.451254268 8.018618128
"294" 5 12471.5261324023 13.316598964 7.889040239
"295" 5 1733.05095191093 13.38467021 8.040784706
"296" 5 10080.8458206962 13.291191478 7.912546205
"297" 5 19041.1456603112 13.393116869 8.02525835
"298" 5 12050.8966135204 13.299874936 7.937522354
"299" 5 11150.9963727489 13.291560989 7.936961251
"300" 5 10923.8344167676 13.508068694 8.047363449
"301" 6 19647.1443991437 14.644058164 8.902593831
"302" 6 41272.9190790363 14.823607267 9.294351043
"303" 6 41576.8759547059 14.510103914 8.734037148
"304" 6 27036.6138881739 14.175091077 8.727172807
"305" 6 11811.9843018249 14.110919746 8.703613598
"306" 6 28509.0865568738 14.604587498 9.027077743
"307" 6 40643.720986396 14.250090489 8.709826006
"308" 6 15745.5492234028 14.620658175 9.073832234
"309" 6 13051.2624041807 14.328050473 8.77673429
"310" 6 39256.2916193214 14.410557352 8.873205199
"311" 6 24256.5018731707 14.471801031 8.959022527
"312" 6 10275.787763718 15.259134501 8.889624584
"313" 6 13176.4566747391 14.13489912 8.655386211
"314" 6 16366.793153803 14.085803943 8.649330856
"315" 6 12833.180320311 14.42793556 8.809002151
"316" 6 43401.8462796078 14.246797847 8.835746106
"317" 6 22737.9740901593 14.078468487 8.665703331
"318" 6 9250.67305402915 14.244104336 8.87498995
"319" 6 13463.3397143991 14.111861038 8.710152399
"320" 6 41304.0435224943 14.31039432 8.846220188
"321" 6 13895.172690425 14.509688204 8.866535185
"322" 6 14754.5754270267 14.400749792 8.879219032
"323" 6 21291.2372713849 14.421965868 8.938640254
"324" 6 70236.3420423302 14.274612531 8.816319242
"325" 6 17763.7461191535 14.348251448 8.690637556
"326" 6 15574.1092006094 14.54330481 9.174650509
"327" 6 40085.8111805726 14.254670426 8.822463252
"328" 6 11915.7256099752 14.361964194 8.931158624
"329" 6 9033.59280202405 14.331358514 8.682967901
"330" 6 16640.7041043408 14.333166194 8.724764081
"331" 6 17445.3911933306 14.509274712 8.807852204
"332" 6 6652.70128465549 15.365613407 9.029119824
"333" 6 47852.8119168588 14.455912262 8.991981424
"334" 6 50948.0062789831 14.097942542 8.764693574
"335" 6 22158.6261989424 14.470662818 8.846851833
"336" 6 45800.5867036449 14.123027584 8.772561309
"337" 6 19403.3755414611 14.061877137 8.652570207
"338" 6 47176.6481802545 14.031520742 8.726469024
"339" 6 14996.0444601245 14.042582186 8.744298583
"340" 6 33325.969031939 14.674758124 9.055747465
"341" 6 45624.8602709194 14.33565027 8.849127182
"342" 6 10363.5912484532 14.454993902 8.970978631
"343" 6 101260.590969857 14.476249267 9.052777736
"344" 6 88868.7105174758 14.172385471 8.737555384
"345" 6 90340.6791696684 14.127528889 8.694406578
"346" 6 15824.825503139 14.231568852 8.850758019
"347" 6 19263.0074449801 14.084247247 8.551180782
"348" 6 47187.974830743 14.460627743 8.969430796
"349" 6 20959.6046627599 14.385686193 8.948889156
"350" 6 21471.072464571 15.360473049 9.56911727
"351" 6 39562.5361999403 14.602345369 9.042732647
"352" 6 25634.8652167688 15.214653061 9.104019951
"353" 6 27387.4784635177 14.214546403 8.791233099
"354" 6 56616.7689248096 14.771274533 9.111801193
"355" 6 11280.1212863441 14.370821005 8.791354365
"356" 6 6633.74379628212 14.241740502 8.871400602
"357" 6 19158.4102957406 14.115748165 8.533494753
